"","X","filename","architecture","min_val_loss","is_min"
"776",25,"expgamma5d_6","[ 953. 1470. 1480.  765.  762.  476.  307.  264.  249.]",-0.8913733959198,0
"777",26,"expgamma5d_6","[57. 37.]",-0.896168112754822,0
"778",27,"expgamma5d_6","[111. 119. 212. 344. 216. 182. 137.  82.  80.  51.]",-0.895603775978088,0
"779",28,"expgamma5d_6","[900.]",-0.895441055297852,0
"780",29,"expgamma5d_6","[210. 347. 444. 392. 279. 249. 210. 111.]",-0.894785106182098,0
"781",30,"expgamma5d_6","[671. 350. 252. 228.]",-0.897537231445312,0
"782",31,"expgamma5d_6","[180. 301. 432. 651. 632. 427. 369.]",-0.892670452594757,0
"783",32,"expgamma5d_6","[653. 779. 645. 498. 251. 204. 172.]",-0.893292844295502,0
"784",33,"expgamma5d_6","[898. 604. 362. 300. 296. 171. 142. 134.  77.  59.]",-0.894741714000702,0
"785",34,"expgamma5d_6","[1800. 1487. 1112.  836.]",-0.896088778972626,0
"786",35,"expgamma5d_6","[1509.]",-0.896397948265076,0
"787",36,"expgamma5d_6","[1195. 1222. 1020.]",-0.897249579429626,0
"788",37,"expgamma5d_6","[1567.  886.  531.  405.  254.]",-0.897058308124542,0
"789",38,"expgamma5d_6","[109. 111. 222. 161.]",-0.897927761077881,0
"790",39,"expgamma5d_6","[321. 476. 516. 567. 900. 602. 484. 423.]",-0.894747853279114,0
"791",40,"expgamma5d_6","[814. 834. 692. 624. 502. 455. 314. 198.]",-0.893074810504913,0
"792",41,"expgamma5d_6","[483. 894. 660.]",-0.896100163459778,0
"793",42,"expgamma5d_6","[420. 656. 592. 552. 330. 222.]",-0.894530713558197,0
"794",43,"expgamma5d_6","[606. 666. 720. 589. 409.]",-0.89568305015564,0
"795",44,"expgamma5d_6","[28. 50. 31. 19.  9.  4.  3.  2.]",-0.802476167678833,0
"796",45,"expgamma5d_6","[644. 836. 825. 750.]",-0.896449327468872,0
"797",46,"expgamma5d_6","[943. 793. 554. 359. 232. 156. 152. 121.  82.]",-0.893874704837799,0
"798",47,"expgamma5d_6","[192. 285. 221. 133. 123. 106.  75.  67.  64.  58.]",-0.895344793796539,0
"799",48,"expgamma5d_6","[527. 630. 587. 338. 201. 159. 116.  98.]",-0.896352827548981,0
"800",49,"expgamma5d_6","[ 266.  353.  469.  930. 1750. 1151.  639.  535.]",-0.890308141708374,0
"801",50,"expgamma5d_6","[295. 291. 255. 245.]",-0.897399246692657,0
"802",51,"expgamma5d_6","[446. 544. 602. 521.]",-0.897117674350739,0
"803",52,"expgamma5d_6","[ 461.  616. 1078. 1033.  670.]",-0.89478075504303,0
"804",53,"expgamma5d_6","[551. 679. 682. 900. 941. 622. 605. 436.]",-0.893807351589203,0
"805",54,"expgamma5d_6","[183. 202. 213. 224. 214. 182. 171. 163.]",-0.895508408546448,0
"806",55,"expgamma5d_6","[489. 643. 538.]",-0.896193563938141,0
"807",56,"expgamma5d_6","[338. 350. 576. 525. 286. 207. 183.]",-0.894981861114502,0
"808",57,"expgamma5d_6","[1437.]",-0.89353084564209,0
"809",58,"expgamma5d_6","[500. 607. 657. 633. 349. 323. 305. 250. 159.  96.]",-0.894140362739563,0
"810",59,"expgamma5d_6","[1311. 1179. 1064.]",-0.896769285202026,0
"811",60,"expgamma5d_6","[ 764. 1082.  604.  417.]",-0.896572470664978,0
"812",61,"expgamma5d_6","[1471.]",-0.896533608436584,0
"813",62,"expgamma5d_6","[1207.]",-0.895879089832306,0
"814",63,"expgamma5d_6","[198. 267. 373. 314. 237. 215. 120. 117.]",-0.893290996551514,0
"815",64,"expgamma5d_6","[292. 298. 383. 667. 737. 638. 388. 369. 353. 197.]",-0.891314744949341,0
"816",65,"expgamma5d_6","[245. 323. 620. 991. 981. 593. 303. 254. 140. 133.]",-0.890787899494171,0
"817",66,"expgamma5d_6","[1667. 1639. 1569.  834.  650.]",-0.89563512802124,0
"818",67,"expgamma5d_6","[1287.]",-0.895513713359833,0
"819",68,"expgamma5d_6","[351. 401. 582. 676. 722. 823. 625. 320. 302. 301.]",-0.891644716262817,0
"820",69,"expgamma5d_6","[ 690.  963. 1048. 1315. 1268. 1153.  766.  534.  437.]",-0.894059121608734,0
"821",70,"expgamma5d_6","[872. 894. 768. 722. 585. 413. 290. 188.]",-0.893572926521301,0
"822",71,"expgamma5d_6","[1665. 1112. 1084.  618.  559.  449.  343.  260.]",-0.893190264701843,0
"823",72,"expgamma5d_6","[377.]",-0.893986821174622,0
"824",73,"expgamma5d_6","[851. 824. 633. 480. 479. 449. 377. 304.]",-0.891863644123077,0
"825",74,"expgamma5d_6","[1397. 1446.  888.  585.  577.  494.  309.  275.  248.]",-0.892925620079041,0
"826",75,"expgamma5d_6","[ 278.  456.  786. 1473. 1481. 1492.  812.  523.  272.  238.]",-0.889240980148315,0
"827",76,"expgamma5d_6","[1331. 1747. 1770. 1283. 1229.  804.  716.]",-0.89205002784729,0
"828",77,"expgamma5d_6","[180. 173. 151.  94.]",-0.897942125797272,0
"829",78,"expgamma5d_6","[239. 293. 372. 373. 357. 223. 174. 139. 120.  90.]",-0.894186973571777,0
"830",79,"expgamma5d_6","[1028. 1781. 1211.  948.]",-0.894652664661407,0
"831",80,"expgamma5d_6","[32. 49. 50. 61. 96. 68. 34. 25. 13.]",-0.894757926464081,0
"832",81,"expgamma5d_6","[1011. 1031.  723.  603.  578.  310.  184.]",-0.896244168281555,0
"833",82,"expgamma5d_6","[ 72.  78. 156. 158. 130.  84.  65.  43.  31.]",-0.895641624927521,0
"834",83,"expgamma5d_6","[ 869. 1173. 1119. 1091.  896.  840.]",-0.8940389752388,0
"835",84,"expgamma5d_6","[478. 867.]",-0.896786570549011,0
"836",85,"expgamma5d_6","[1508. 1082.  751.]",-0.897800743579865,0
"837",86,"expgamma5d_6","[51. 38.]",-0.894329309463501,0
"838",87,"expgamma5d_6","[ 691.  709. 1109. 1119.  780.  567.  522.]",-0.892612755298615,0
"839",88,"expgamma5d_6","[1211. 1659.]",-0.896289765834808,0
"840",89,"expgamma5d_6","[1062. 1084.  570.]",-0.898183226585388,0
"841",90,"expgamma5d_6","[271. 407. 705. 901. 798. 657.]",-0.894748985767365,0
"842",91,"expgamma5d_6","[ 794. 1515. 1792. 1278.  849.  603.]",-0.893633246421814,0
"843",92,"expgamma5d_6","[941. 880. 615. 425. 266. 171.  88.  74.  64.]",-0.89253032207489,0
"844",93,"expgamma5d_6","[1462. 1425.  769.  581.  399.  264.  212.  196.  136.]",-0.894953072071075,0
"845",94,"expgamma5d_6","[1060. 1590.]",-0.896932363510132,0
"846",95,"expgamma5d_6","[ 630. 1224. 1220.  763.  751.  588.  315.]",-0.894602835178375,0
"847",96,"expgamma5d_6","[1092. 1261.  962.  590.  497.  270.  202.]",-0.891398847103119,0
"848",97,"expgamma5d_6","[1008. 1698. 1407.  919.  547.  377.  369.]",-0.892809510231018,0
"849",98,"expgamma5d_6","[1068. 1611. 1103.]",-0.8969806432724,0
"850",99,"expgamma5d_6","[229. 389. 438. 443. 256. 140. 117.  92.]",-0.894676268100739,0
"851",100,"expgamma5d_6","[1333. 1558. 1648. 1558. 1442. 1304.  819.  558.  340.  177.]",-0.887853801250458,0
"852",101,"expgamma5d_6","[ 966. 1138.  877.  503.]",-0.897413492202759,0
"853",102,"expgamma5d_6","[228. 244. 127.  99.  82.]",-0.897722065448761,0
"854",103,"expgamma5d_6","[357. 469. 861. 588. 300. 264. 157. 115.  85.]",-0.892439007759094,0
"855",104,"expgamma5d_6","[686. 739. 915. 543. 338.]",-0.894728541374207,0
"856",105,"expgamma5d_6","[1791.]",-0.896046161651611,0
"857",106,"expgamma5d_6","[560. 543. 385. 202. 106. 105.]",-0.897287368774414,0
"858",107,"expgamma5d_6","[106.]",-0.893046617507935,0
"859",108,"expgamma5d_6","[ 158.  309.  611.  810. 1292.  972.  698.  504.  274.  163.]",-0.884151518344879,0
"860",109,"expgamma5d_6","[ 981. 1235. 1701. 1689. 1230.]",-0.894073188304901,0
"861",110,"expgamma5d_6","[830. 766. 465. 397.]",-0.896667957305908,0
"862",111,"expgamma5d_6","[655. 368. 317. 282. 172. 161. 106.  93.  59.]",-0.894603788852692,0
"863",112,"expgamma5d_6","[172. 233. 281. 353. 314. 186. 163. 138.]",-0.894903421401978,0
"864",113,"expgamma5d_6","[ 704. 1174. 1081.]",-0.897134721279144,0
"865",114,"expgamma5d_6","[474. 640. 470. 350.]",-0.897053301334381,0
"866",115,"expgamma5d_6","[628. 783. 464. 234. 127. 105.  74.  65.]",-0.895730078220367,0
"867",116,"expgamma5d_6","[415. 425. 769. 718. 479. 250. 244. 204. 114.]",-0.893539786338806,0
"868",117,"expgamma5d_6","[1287. 1720. 1687. 1676.  995.  902.  796.  536.  327.]",-0.889840304851532,0
"869",118,"expgamma5d_6","[44. 83. 53. 46. 42. 25.]",-0.896903455257416,0
"870",119,"expgamma5d_6","[ 822. 1427. 1252.  941.]",-0.896289467811584,0
"871",120,"expgamma5d_6","[442. 378. 306. 215. 163. 129. 117.  80.  40.]",-0.896249234676361,0
"872",121,"expgamma5d_6","[ 889. 1156. 1746. 1065.  863.  817.  676.  445.  345.]",-0.888240873813629,0
"873",122,"expgamma5d_6","[1442.]",-0.895677804946899,0
"874",123,"expgamma5d_6","[ 394.  670. 1145. 1309.  719.  700.  511.  503.  356.]",-0.891811609268188,0
"875",124,"expgamma5d_6","[ 86. 112. 139. 216. 357. 669. 561. 543. 285. 272.]",-0.892549157142639,0
"876",125,"expgamma5d_6","[200. 274. 283. 488. 529. 384. 292. 254.]",-0.893779635429382,0
"877",126,"expgamma5d_6","[261. 384. 233. 186. 176. 138.]",-0.895274341106415,0
"878",127,"expgamma5d_6","[ 760. 1144. 1767. 1548. 1096.  819.  582.  403.  282.]",-0.889812648296356,0
"879",128,"expgamma5d_6","[ 154.  269.  400.  648. 1136. 1416.  970.  949.  479.  416.]",-0.893164396286011,0
"880",129,"expgamma5d_6","[1108. 1372. 1452. 1073.  538.]",-0.891088545322418,0
"881",130,"expgamma5d_6","[268. 210. 206.]",-0.89796781539917,0
"882",131,"expgamma5d_6","[664. 636. 469.]",-0.897779524326324,0
"883",132,"expgamma5d_6","[ 82. 114.  77.]",-0.897061169147491,0
"884",133,"expgamma5d_6","[ 87. 159. 195. 126.  71.  61.  30.]",-0.896161139011383,0
"885",134,"expgamma5d_6","[817. 715.]",-0.897903680801392,0
"886",135,"expgamma5d_6","[ 341.  651.  857. 1474.  792.  758.]",-0.893160223960876,0
"887",136,"expgamma5d_6","[1447. 1246.  656.]",-0.896969974040985,0
"888",137,"expgamma5d_6","[528. 921. 564. 292. 157. 156. 141.  75.]",-0.896819114685059,0
"889",138,"expgamma5d_6","[ 603.  957. 1276.  657.]",-0.895490109920502,0
"890",139,"expgamma5d_6","[440. 350. 303. 294. 246. 140. 139. 129.]",-0.894680440425873,0
"891",140,"expgamma5d_6","[157. 143. 124. 103. 102.  65.  35.  33.  23.]",-0.897022724151611,0
"892",141,"expgamma5d_6","[446. 602. 632. 465.]",-0.896189451217651,0
"893",142,"expgamma5d_6","[477. 587. 423. 225. 159.  80.  75.  72.  37.]",-0.896739542484283,0
"894",143,"expgamma5d_6","[235. 377. 562. 470. 376. 352. 246.]",-0.894617676734924,0
"895",144,"expgamma5d_6","[1371. 1180.  740.]",-0.897830903530121,0
"896",145,"expgamma5d_6","[1541.  844.]",-0.896191000938416,0
"897",146,"expgamma5d_6","[ 562.  689. 1323. 1171.]",-0.895781874656677,0
"898",147,"expgamma5d_6","[1306.  926.  905.]",-0.897940337657928,0
"899",148,"expgamma5d_6","[1230.  794.]",-0.897439420223236,0
"900",149,"expgamma5d_6","[386. 565. 575. 722. 533. 316. 284. 259. 193.]",-0.891266286373138,0
"901",0,"expgamma5d_7","[746. 484. 270.]",-0.907474279403687,0
"902",1,"expgamma5d_7","[391. 503. 401. 231.]",-0.908306896686554,0
"903",2,"expgamma5d_7","[1242.  648.  580.  300.]",-0.907839119434357,0
"904",3,"expgamma5d_7","[573. 743. 641. 440. 316. 244. 223.]",-0.90499621629715,0
"905",4,"expgamma5d_7","[428. 368. 314. 191. 190. 126.]",-0.907120048999786,0
"906",5,"expgamma5d_7","[1173. 1202.]",-0.905781269073486,0
"907",6,"expgamma5d_7","[1479. 1597. 1681.  972.  817.  500.]",-0.903827667236328,0
"908",7,"expgamma5d_7","[1395. 1751.]",-0.906530320644379,0
"909",8,"expgamma5d_7","[220. 150. 107.  53.  31.  19.  15.  13.]",-0.907557725906372,0
"910",9,"expgamma5d_7","[833. 420. 271. 179. 121. 102.]",-0.907066106796265,0
"911",10,"expgamma5d_7","[243. 398. 507. 732. 462. 344.]",-0.904931843280792,0
"912",11,"expgamma5d_7","[ 825.  872. 1648. 1059.  705.  654.  562.  434.  242.  133.]",-0.902641236782074,0
"913",12,"expgamma5d_7","[1527.]",-0.906902670860291,0
"914",13,"expgamma5d_7","[ 866. 1266.  829.  691.]",-0.907295763492584,0
"915",14,"expgamma5d_7","[575. 614. 930. 731. 406. 378. 352. 202.]",-0.903703510761261,0
"916",15,"expgamma5d_7","[ 358.  547. 1044.  929.  567.  355.  283.  206.]",-0.903629660606384,0
"917",16,"expgamma5d_7","[ 915. 1612.  948.  796.  541.  315.  282.  278.  258.  134.]",-0.903107404708862,0
"918",17,"expgamma5d_7","[333. 646. 850. 824. 638. 584.]",-0.904556214809418,0
"919",18,"expgamma5d_7","[528. 492. 464. 266. 164.]",-0.907498478889465,0
"920",19,"expgamma5d_7","[216. 281. 524. 953. 726. 474. 427. 256.]",-0.903967916965485,0
"921",20,"expgamma5d_7","[1483. 1601. 1359.  733.]",-0.907393097877502,0
"922",21,"expgamma5d_7","[1088.  720.  579.]",-0.908015310764313,0
"923",22,"expgamma5d_7","[356. 684. 351. 290. 279.]",-0.907071530818939,0
"924",23,"expgamma5d_7","[ 906. 1429.  859.  798.  643.  328.  263.  208.]",-0.903927683830261,0
"925",24,"expgamma5d_7","[ 515.  732. 1249. 1695. 1111.  788.  535.]",-0.903508484363556,0
"926",25,"expgamma5d_7","[ 953. 1470. 1480.  765.  762.  476.  307.  264.  249.]",-0.901178658008575,0
"927",26,"expgamma5d_7","[57. 37.]",-0.905446350574493,0
"928",27,"expgamma5d_7","[111. 119. 212. 344. 216. 182. 137.  82.  80.  51.]",-0.902821004390717,0
"929",28,"expgamma5d_7","[900.]",-0.907197415828705,0
"930",29,"expgamma5d_7","[210. 347. 444. 392. 279. 249. 210. 111.]",-0.905513346195221,0
"931",30,"expgamma5d_7","[671. 350. 252. 228.]",-0.908550262451172,0
"932",31,"expgamma5d_7","[180. 301. 432. 651. 632. 427. 369.]",-0.90257203578949,0
"933",32,"expgamma5d_7","[653. 779. 645. 498. 251. 204. 172.]",-0.905634939670563,0
"934",33,"expgamma5d_7","[898. 604. 362. 300. 296. 171. 142. 134.  77.  59.]",-0.906005799770355,0
"935",34,"expgamma5d_7","[1800. 1487. 1112.  836.]",-0.907434940338135,0
"936",35,"expgamma5d_7","[1509.]",-0.907000184059143,0
"937",36,"expgamma5d_7","[1195. 1222. 1020.]",-0.908720195293427,0
"938",37,"expgamma5d_7","[1567.  886.  531.  405.  254.]",-0.906639933586121,0
"939",38,"expgamma5d_7","[109. 111. 222. 161.]",-0.90895015001297,1
"940",39,"expgamma5d_7","[321. 476. 516. 567. 900. 602. 484. 423.]",-0.904197514057159,0
"941",40,"expgamma5d_7","[814. 834. 692. 624. 502. 455. 314. 198.]",-0.903033018112183,0
"942",41,"expgamma5d_7","[483. 894. 660.]",-0.907563388347626,0
"943",42,"expgamma5d_7","[420. 656. 592. 552. 330. 222.]",-0.906130850315094,0
"944",43,"expgamma5d_7","[606. 666. 720. 589. 409.]",-0.906594932079315,0
"945",44,"expgamma5d_7","[28. 50. 31. 19.  9.  4.  3.  2.]",-0.240948706865311,0
"946",45,"expgamma5d_7","[644. 836. 825. 750.]",-0.906376540660858,0
"947",46,"expgamma5d_7","[943. 793. 554. 359. 232. 156. 152. 121.  82.]",-0.905056178569794,0
"948",47,"expgamma5d_7","[192. 285. 221. 133. 123. 106.  75.  67.  64.  58.]",-0.905274212360382,0
"949",48,"expgamma5d_7","[527. 630. 587. 338. 201. 159. 116.  98.]",-0.906112551689148,0
"950",49,"expgamma5d_7","[ 266.  353.  469.  930. 1750. 1151.  639.  535.]",-0.903299808502197,0
"951",50,"expgamma5d_7","[295. 291. 255. 245.]",-0.907185792922974,0
"952",51,"expgamma5d_7","[446. 544. 602. 521.]",-0.907390773296356,0
"953",52,"expgamma5d_7","[ 461.  616. 1078. 1033.  670.]",-0.905341982841492,0
"954",53,"expgamma5d_7","[551. 679. 682. 900. 941. 622. 605. 436.]",-0.904395699501038,0
"955",54,"expgamma5d_7","[183. 202. 213. 224. 214. 182. 171. 163.]",-0.906502366065979,0
"956",55,"expgamma5d_7","[489. 643. 538.]",-0.907907605171204,0
"957",56,"expgamma5d_7","[338. 350. 576. 525. 286. 207. 183.]",-0.906608283519745,0
"958",57,"expgamma5d_7","[1437.]",-0.906899869441986,0
"959",58,"expgamma5d_7","[500. 607. 657. 633. 349. 323. 305. 250. 159.  96.]",-0.903563678264618,0
"960",59,"expgamma5d_7","[1311. 1179. 1064.]",-0.908487617969513,0
"961",60,"expgamma5d_7","[ 764. 1082.  604.  417.]",-0.907882452011108,0
"962",61,"expgamma5d_7","[1471.]",-0.907112956047058,0
"963",62,"expgamma5d_7","[1207.]",-0.906989216804504,0
"964",63,"expgamma5d_7","[198. 267. 373. 314. 237. 215. 120. 117.]",-0.905210673809052,0
"965",64,"expgamma5d_7","[292. 298. 383. 667. 737. 638. 388. 369. 353. 197.]",-0.900079250335693,0
"966",65,"expgamma5d_7","[245. 323. 620. 991. 981. 593. 303. 254. 140. 133.]",-0.900327086448669,0
"967",66,"expgamma5d_7","[1667. 1639. 1569.  834.  650.]",-0.906587958335876,0
"968",67,"expgamma5d_7","[1287.]",-0.907479107379913,0
"969",68,"expgamma5d_7","[351. 401. 582. 676. 722. 823. 625. 320. 302. 301.]",-0.898755133152008,0
"970",69,"expgamma5d_7","[ 690.  963. 1048. 1315. 1268. 1153.  766.  534.  437.]",-0.899484694004059,0
"971",70,"expgamma5d_7","[872. 894. 768. 722. 585. 413. 290. 188.]",-0.903476536273956,0
"972",71,"expgamma5d_7","[1665. 1112. 1084.  618.  559.  449.  343.  260.]",-0.905712425708771,0
"973",72,"expgamma5d_7","[377.]",-0.906955063343048,0
"974",73,"expgamma5d_7","[851. 824. 633. 480. 479. 449. 377. 304.]",-0.903434276580811,0
"975",74,"expgamma5d_7","[1397. 1446.  888.  585.  577.  494.  309.  275.  248.]",-0.902429938316345,0
"976",75,"expgamma5d_7","[ 278.  456.  786. 1473. 1481. 1492.  812.  523.  272.  238.]",-0.899560928344727,0
"977",76,"expgamma5d_7","[1331. 1747. 1770. 1283. 1229.  804.  716.]",-0.902144372463226,0
"978",77,"expgamma5d_7","[180. 173. 151.  94.]",-0.908189594745636,0
"979",78,"expgamma5d_7","[239. 293. 372. 373. 357. 223. 174. 139. 120.  90.]",-0.904659748077393,0
"980",79,"expgamma5d_7","[1028. 1781. 1211.  948.]",-0.907673299312592,0
"981",80,"expgamma5d_7","[32. 49. 50. 61. 96. 68. 34. 25. 13.]",-0.905878782272339,0
"982",81,"expgamma5d_7","[1011. 1031.  723.  603.  578.  310.  184.]",-0.906413674354553,0
"983",82,"expgamma5d_7","[ 72.  78. 156. 158. 130.  84.  65.  43.  31.]",-0.904723525047302,0
"984",83,"expgamma5d_7","[ 869. 1173. 1119. 1091.  896.  840.]",-0.906498730182648,0
"985",84,"expgamma5d_7","[478. 867.]",-0.905873656272888,0
"986",85,"expgamma5d_7","[1508. 1082.  751.]",-0.908102035522461,0
"987",86,"expgamma5d_7","[51. 38.]",-0.90523898601532,0
"988",87,"expgamma5d_7","[ 691.  709. 1109. 1119.  780.  567.  522.]",-0.90235960483551,0
"989",88,"expgamma5d_7","[1211. 1659.]",-0.906156420707703,0
"990",89,"expgamma5d_7","[1062. 1084.  570.]",-0.907116591930389,0
"991",90,"expgamma5d_7","[271. 407. 705. 901. 798. 657.]",-0.905297577381134,0
"992",91,"expgamma5d_7","[ 794. 1515. 1792. 1278.  849.  603.]",-0.905417144298553,0
"993",92,"expgamma5d_7","[941. 880. 615. 425. 266. 171.  88.  74.  64.]",-0.906537711620331,0
"994",93,"expgamma5d_7","[1462. 1425.  769.  581.  399.  264.  212.  196.  136.]",-0.904474794864655,0
"995",94,"expgamma5d_7","[1060. 1590.]",-0.906384944915771,0
"996",95,"expgamma5d_7","[ 630. 1224. 1220.  763.  751.  588.  315.]",-0.904853522777557,0
"997",96,"expgamma5d_7","[1092. 1261.  962.  590.  497.  270.  202.]",-0.906113028526306,0
"998",97,"expgamma5d_7","[1008. 1698. 1407.  919.  547.  377.  369.]",-0.904192924499512,0
"999",98,"expgamma5d_7","[1068. 1611. 1103.]",-0.907457590103149,0
"1000",99,"expgamma5d_7","[229. 389. 438. 443. 256. 140. 117.  92.]",-0.905698299407959,0
"1001",100,"expgamma5d_7","[1333. 1558. 1648. 1558. 1442. 1304.  819.  558.  340.  177.]",-0.898031949996948,0
"1002",101,"expgamma5d_7","[ 966. 1138.  877.  503.]",-0.906059145927429,0
"1003",102,"expgamma5d_7","[228. 244. 127.  99.  82.]",-0.907934069633484,0
"1004",103,"expgamma5d_7","[357. 469. 861. 588. 300. 264. 157. 115.  85.]",-0.905036330223083,0
"1005",104,"expgamma5d_7","[686. 739. 915. 543. 338.]",-0.905942440032959,0
"1006",105,"expgamma5d_7","[1791.]",-0.906582653522491,0
"1007",106,"expgamma5d_7","[560. 543. 385. 202. 106. 105.]",-0.907237470149994,0
"1008",107,"expgamma5d_7","[106.]",-0.90632027387619,0
"1009",108,"expgamma5d_7","[ 158.  309.  611.  810. 1292.  972.  698.  504.  274.  163.]",-0.902018308639526,0
"1010",109,"expgamma5d_7","[ 981. 1235. 1701. 1689. 1230.]",-0.904368281364441,0
"1011",110,"expgamma5d_7","[830. 766. 465. 397.]",-0.907455325126648,0
"1012",111,"expgamma5d_7","[655. 368. 317. 282. 172. 161. 106.  93.  59.]",-0.906220376491547,0
"1013",112,"expgamma5d_7","[172. 233. 281. 353. 314. 186. 163. 138.]",-0.903268992900848,0
"1014",113,"expgamma5d_7","[ 704. 1174. 1081.]",-0.908061921596527,0
"1015",114,"expgamma5d_7","[474. 640. 470. 350.]",-0.908421158790588,0
"1016",115,"expgamma5d_7","[628. 783. 464. 234. 127. 105.  74.  65.]",-0.906331956386566,0
"1017",116,"expgamma5d_7","[415. 425. 769. 718. 479. 250. 244. 204. 114.]",-0.901497006416321,0
"1018",117,"expgamma5d_7","[1287. 1720. 1687. 1676.  995.  902.  796.  536.  327.]",-0.900815904140472,0
"1019",118,"expgamma5d_7","[44. 83. 53. 46. 42. 25.]",-0.906984388828278,0
"1020",119,"expgamma5d_7","[ 822. 1427. 1252.  941.]",-0.906687319278717,0
"1021",120,"expgamma5d_7","[442. 378. 306. 215. 163. 129. 117.  80.  40.]",-0.90584409236908,0
"1022",121,"expgamma5d_7","[ 889. 1156. 1746. 1065.  863.  817.  676.  445.  345.]",-0.831902623176575,0
"1023",122,"expgamma5d_7","[1442.]",-0.907055735588074,0
"1024",123,"expgamma5d_7","[ 394.  670. 1145. 1309.  719.  700.  511.  503.  356.]",-0.904203772544861,0
"1025",124,"expgamma5d_7","[ 86. 112. 139. 216. 357. 669. 561. 543. 285. 272.]",-0.903809189796448,0
"1026",125,"expgamma5d_7","[200. 274. 283. 488. 529. 384. 292. 254.]",-0.904782176017761,0
"1027",126,"expgamma5d_7","[261. 384. 233. 186. 176. 138.]",-0.907569527626038,0
"1028",127,"expgamma5d_7","[ 760. 1144. 1767. 1548. 1096.  819.  582.  403.  282.]",-0.904270589351654,0
"1029",128,"expgamma5d_7","[ 154.  269.  400.  648. 1136. 1416.  970.  949.  479.  416.]",-0.832386374473572,0
"1030",129,"expgamma5d_7","[1108. 1372. 1452. 1073.  538.]",-0.905776798725128,0
"1031",130,"expgamma5d_7","[268. 210. 206.]",-0.907604873180389,0
"1032",131,"expgamma5d_7","[664. 636. 469.]",-0.908416628837585,0
"1033",132,"expgamma5d_7","[ 82. 114.  77.]",-0.906952023506165,0
"1034",133,"expgamma5d_7","[ 87. 159. 195. 126.  71.  61.  30.]",-0.907465398311615,0
"1035",134,"expgamma5d_7","[817. 715.]",-0.905466794967651,0
"1036",135,"expgamma5d_7","[ 341.  651.  857. 1474.  792.  758.]",-0.903421103954315,0
"1037",136,"expgamma5d_7","[1447. 1246.  656.]",-0.908118426799774,0
"1038",137,"expgamma5d_7","[528. 921. 564. 292. 157. 156. 141.  75.]",-0.905892193317413,0
"1039",138,"expgamma5d_7","[ 603.  957. 1276.  657.]",-0.905467867851257,0
"1040",139,"expgamma5d_7","[440. 350. 303. 294. 246. 140. 139. 129.]",-0.906182825565338,0
"1041",140,"expgamma5d_7","[157. 143. 124. 103. 102.  65.  35.  33.  23.]",-0.904928624629974,0
"1042",141,"expgamma5d_7","[446. 602. 632. 465.]",-0.907665312290192,0
"1043",142,"expgamma5d_7","[477. 587. 423. 225. 159.  80.  75.  72.  37.]",-0.906093418598175,0
"1044",143,"expgamma5d_7","[235. 377. 562. 470. 376. 352. 246.]",-0.906554520130157,0
"1045",144,"expgamma5d_7","[1371. 1180.  740.]",-0.908324718475342,0
"1046",145,"expgamma5d_7","[1541.  844.]",-0.90774017572403,0
"1047",146,"expgamma5d_7","[ 562.  689. 1323. 1171.]",-0.90656042098999,0
"1048",147,"expgamma5d_7","[1306.  926.  905.]",-0.908090651035309,0
"1049",148,"expgamma5d_7","[1230.  794.]",-0.90745335817337,0
"1050",149,"expgamma5d_7","[386. 565. 575. 722. 533. 316. 284. 259. 193.]",-0.901707470417023,0
"1051",0,"expgamma5d_8","[746. 484. 270.]",-0.811784684658051,0
"1052",1,"expgamma5d_8","[391. 503. 401. 231.]",-0.812697947025299,0
"1053",2,"expgamma5d_8","[1242.  648.  580.  300.]",-0.810228943824768,0
"1054",3,"expgamma5d_8","[573. 743. 641. 440. 316. 244. 223.]",-0.810013473033905,0
"1055",4,"expgamma5d_8","[428. 368. 314. 191. 190. 126.]",-0.811046361923218,0
"1056",5,"expgamma5d_8","[1173. 1202.]",-0.811400175094604,0
"1057",6,"expgamma5d_8","[1479. 1597. 1681.  972.  817.  500.]",-0.805344998836517,0
"1058",7,"expgamma5d_8","[1395. 1751.]",-0.811590433120728,0
"1059",8,"expgamma5d_8","[220. 150. 107.  53.  31.  19.  15.  13.]",-0.811072051525116,0
"1060",9,"expgamma5d_8","[833. 420. 271. 179. 121. 102.]",-0.810926735401154,0
"1061",10,"expgamma5d_8","[243. 398. 507. 732. 462. 344.]",-0.810338258743286,0
"1062",11,"expgamma5d_8","[ 825.  872. 1648. 1059.  705.  654.  562.  434.  242.  133.]",-0.806780993938446,0
"1063",12,"expgamma5d_8","[1527.]",-0.81295782327652,0
"1064",13,"expgamma5d_8","[ 866. 1266.  829.  691.]",-0.809949338436127,0
"1065",14,"expgamma5d_8","[575. 614. 930. 731. 406. 378. 352. 202.]",-0.806559801101685,0
"1066",15,"expgamma5d_8","[ 358.  547. 1044.  929.  567.  355.  283.  206.]",-0.808808743953705,0
"1067",16,"expgamma5d_8","[ 915. 1612.  948.  796.  541.  315.  282.  278.  258.  134.]",-0.803463399410248,0
"1068",17,"expgamma5d_8","[333. 646. 850. 824. 638. 584.]",-0.807598173618317,0
"1069",18,"expgamma5d_8","[528. 492. 464. 266. 164.]",-0.811833441257477,0
"1070",19,"expgamma5d_8","[216. 281. 524. 953. 726. 474. 427. 256.]",-0.806262731552124,0
