"","X","filename","architecture","min_val_loss","is_min"
"1071",20,"expgamma5d_8","[1483. 1601. 1359.  733.]",-0.812075674533844,0
"1072",21,"expgamma5d_8","[1088.  720.  579.]",-0.812329888343811,0
"1073",22,"expgamma5d_8","[356. 684. 351. 290. 279.]",-0.81107497215271,0
"1074",23,"expgamma5d_8","[ 906. 1429.  859.  798.  643.  328.  263.  208.]",-0.80912047624588,0
"1075",24,"expgamma5d_8","[ 515.  732. 1249. 1695. 1111.  788.  535.]",-0.806667268276215,0
"1076",25,"expgamma5d_8","[ 953. 1470. 1480.  765.  762.  476.  307.  264.  249.]",-0.803772926330566,0
"1077",26,"expgamma5d_8","[57. 37.]",-0.812443256378174,0
"1078",27,"expgamma5d_8","[111. 119. 212. 344. 216. 182. 137.  82.  80.  51.]",-0.808935880661011,0
"1079",28,"expgamma5d_8","[900.]",-0.812819540500641,0
"1080",29,"expgamma5d_8","[210. 347. 444. 392. 279. 249. 210. 111.]",-0.80881941318512,0
"1081",30,"expgamma5d_8","[671. 350. 252. 228.]",-0.81241911649704,0
"1082",31,"expgamma5d_8","[180. 301. 432. 651. 632. 427. 369.]",-0.809820353984833,0
"1083",32,"expgamma5d_8","[653. 779. 645. 498. 251. 204. 172.]",-0.808192253112793,0
"1084",33,"expgamma5d_8","[898. 604. 362. 300. 296. 171. 142. 134.  77.  59.]",-0.805744230747223,0
"1085",34,"expgamma5d_8","[1800. 1487. 1112.  836.]",-0.811050593852997,0
"1086",35,"expgamma5d_8","[1509.]",-0.812260210514069,0
"1087",36,"expgamma5d_8","[1195. 1222. 1020.]",-0.812461733818054,0
"1088",37,"expgamma5d_8","[1567.  886.  531.  405.  254.]",-0.810754120349884,0
"1089",38,"expgamma5d_8","[109. 111. 222. 161.]",-0.812687277793884,0
"1090",39,"expgamma5d_8","[321. 476. 516. 567. 900. 602. 484. 423.]",-0.807761251926422,0
"1091",40,"expgamma5d_8","[814. 834. 692. 624. 502. 455. 314. 198.]",-0.807564795017242,0
"1092",41,"expgamma5d_8","[483. 894. 660.]",-0.812013626098633,0
"1093",42,"expgamma5d_8","[420. 656. 592. 552. 330. 222.]",-0.810015439987183,0
"1094",43,"expgamma5d_8","[606. 666. 720. 589. 409.]",-0.811328172683716,0
"1095",44,"expgamma5d_8","[28. 50. 31. 19.  9.  4.  3.  2.]",-0.128875002264977,0
"1096",45,"expgamma5d_8","[644. 836. 825. 750.]",-0.811792850494385,0
"1097",46,"expgamma5d_8","[943. 793. 554. 359. 232. 156. 152. 121.  82.]",-0.808104753494263,0
"1098",47,"expgamma5d_8","[192. 285. 221. 133. 123. 106.  75.  67.  64.  58.]",-0.809384942054749,0
"1099",48,"expgamma5d_8","[527. 630. 587. 338. 201. 159. 116.  98.]",-0.810386776924133,0
"1100",49,"expgamma5d_8","[ 266.  353.  469.  930. 1750. 1151.  639.  535.]",-0.807219505310059,0
"1101",50,"expgamma5d_8","[295. 291. 255. 245.]",-0.812580525875092,0
"1102",51,"expgamma5d_8","[446. 544. 602. 521.]",-0.811912000179291,0
"1103",52,"expgamma5d_8","[ 461.  616. 1078. 1033.  670.]",-0.80804055929184,0
"1104",53,"expgamma5d_8","[551. 679. 682. 900. 941. 622. 605. 436.]",-0.807802557945251,0
"1105",54,"expgamma5d_8","[183. 202. 213. 224. 214. 182. 171. 163.]",-0.810212910175323,0
"1106",55,"expgamma5d_8","[489. 643. 538.]",-0.81206864118576,0
"1107",56,"expgamma5d_8","[338. 350. 576. 525. 286. 207. 183.]",-0.808456122875214,0
"1108",57,"expgamma5d_8","[1437.]",-0.812671422958374,0
"1109",58,"expgamma5d_8","[500. 607. 657. 633. 349. 323. 305. 250. 159.  96.]",-0.807005763053894,0
"1110",59,"expgamma5d_8","[1311. 1179. 1064.]",-0.811730146408081,0
"1111",60,"expgamma5d_8","[ 764. 1082.  604.  417.]",-0.812276422977448,0
"1112",61,"expgamma5d_8","[1471.]",-0.812846004962921,0
"1113",62,"expgamma5d_8","[1207.]",-0.812782227993011,0
"1114",63,"expgamma5d_8","[198. 267. 373. 314. 237. 215. 120. 117.]",-0.810241401195526,0
"1115",64,"expgamma5d_8","[292. 298. 383. 667. 737. 638. 388. 369. 353. 197.]",-0.805927634239197,0
"1116",65,"expgamma5d_8","[245. 323. 620. 991. 981. 593. 303. 254. 140. 133.]",-0.803711950778961,0
"1117",66,"expgamma5d_8","[1667. 1639. 1569.  834.  650.]",-0.80944561958313,0
"1118",67,"expgamma5d_8","[1287.]",-0.812670290470123,0
"1119",68,"expgamma5d_8","[351. 401. 582. 676. 722. 823. 625. 320. 302. 301.]",-0.805300056934357,0
"1120",69,"expgamma5d_8","[ 690.  963. 1048. 1315. 1268. 1153.  766.  534.  437.]",-0.804963946342468,0
"1121",70,"expgamma5d_8","[872. 894. 768. 722. 585. 413. 290. 188.]",-0.808324158191681,0
"1122",71,"expgamma5d_8","[1665. 1112. 1084.  618.  559.  449.  343.  260.]",-0.808806359767914,0
"1123",72,"expgamma5d_8","[377.]",-0.809086203575134,0
"1124",73,"expgamma5d_8","[851. 824. 633. 480. 479. 449. 377. 304.]",-0.805614948272705,0
"1125",74,"expgamma5d_8","[1397. 1446.  888.  585.  577.  494.  309.  275.  248.]",-0.806753814220428,0
"1126",75,"expgamma5d_8","[ 278.  456.  786. 1473. 1481. 1492.  812.  523.  272.  238.]",-0.798225700855255,0
"1127",76,"expgamma5d_8","[1331. 1747. 1770. 1283. 1229.  804.  716.]",-0.805371463298798,0
"1128",77,"expgamma5d_8","[180. 173. 151.  94.]",-0.813049972057343,1
"1129",78,"expgamma5d_8","[239. 293. 372. 373. 357. 223. 174. 139. 120.  90.]",-0.807676613330841,0
"1130",79,"expgamma5d_8","[1028. 1781. 1211.  948.]",-0.810698568820953,0
"1131",80,"expgamma5d_8","[32. 49. 50. 61. 96. 68. 34. 25. 13.]",-0.80968165397644,0
"1132",81,"expgamma5d_8","[1011. 1031.  723.  603.  578.  310.  184.]",-0.809685230255127,0
"1133",82,"expgamma5d_8","[ 72.  78. 156. 158. 130.  84.  65.  43.  31.]",-0.807480335235596,0
"1134",83,"expgamma5d_8","[ 869. 1173. 1119. 1091.  896.  840.]",-0.808778941631317,0
"1135",84,"expgamma5d_8","[478. 867.]",-0.811164140701294,0
"1136",85,"expgamma5d_8","[1508. 1082.  751.]",-0.812529444694519,0
"1137",86,"expgamma5d_8","[51. 38.]",-0.811098396778107,0
"1138",87,"expgamma5d_8","[ 691.  709. 1109. 1119.  780.  567.  522.]",-0.808923900127411,0
"1139",88,"expgamma5d_8","[1211. 1659.]",-0.811478972434998,0
"1140",89,"expgamma5d_8","[1062. 1084.  570.]",-0.812235295772552,0
"1141",90,"expgamma5d_8","[271. 407. 705. 901. 798. 657.]",-0.809685051441193,0
"1142",91,"expgamma5d_8","[ 794. 1515. 1792. 1278.  849.  603.]",-0.807309091091156,0
"1143",92,"expgamma5d_8","[941. 880. 615. 425. 266. 171.  88.  74.  64.]",-0.803048193454742,0
"1144",93,"expgamma5d_8","[1462. 1425.  769.  581.  399.  264.  212.  196.  136.]",-0.806596100330353,0
"1145",94,"expgamma5d_8","[1060. 1590.]",-0.811290562152863,0
"1146",95,"expgamma5d_8","[ 630. 1224. 1220.  763.  751.  588.  315.]",-0.805414617061615,0
"1147",96,"expgamma5d_8","[1092. 1261.  962.  590.  497.  270.  202.]",-0.807449340820312,0
"1148",97,"expgamma5d_8","[1008. 1698. 1407.  919.  547.  377.  369.]",-0.808246433734894,0
"1149",98,"expgamma5d_8","[1068. 1611. 1103.]",-0.812507092952728,0
"1150",99,"expgamma5d_8","[229. 389. 438. 443. 256. 140. 117.  92.]",-0.809049129486084,0
"1151",100,"expgamma5d_8","[1333. 1558. 1648. 1558. 1442. 1304.  819.  558.  340.  177.]",-0.805503964424133,0
"1152",101,"expgamma5d_8","[ 966. 1138.  877.  503.]",-0.811587333679199,0
"1153",102,"expgamma5d_8","[228. 244. 127.  99.  82.]",-0.812043726444244,0
"1154",103,"expgamma5d_8","[357. 469. 861. 588. 300. 264. 157. 115.  85.]",-0.806262135505676,0
"1155",104,"expgamma5d_8","[686. 739. 915. 543. 338.]",-0.81041818857193,0
"1156",105,"expgamma5d_8","[1791.]",-0.812632858753204,0
"1157",106,"expgamma5d_8","[560. 543. 385. 202. 106. 105.]",-0.81060916185379,0
"1158",107,"expgamma5d_8","[106.]",-0.812183558940887,0
"1159",108,"expgamma5d_8","[ 158.  309.  611.  810. 1292.  972.  698.  504.  274.  163.]",-0.803139090538025,0
"1160",109,"expgamma5d_8","[ 981. 1235. 1701. 1689. 1230.]",-0.808708071708679,0
"1161",110,"expgamma5d_8","[830. 766. 465. 397.]",-0.812246024608612,0
"1162",111,"expgamma5d_8","[655. 368. 317. 282. 172. 161. 106.  93.  59.]",-0.80797404050827,0
"1163",112,"expgamma5d_8","[172. 233. 281. 353. 314. 186. 163. 138.]",-0.807904958724976,0
"1164",113,"expgamma5d_8","[ 704. 1174. 1081.]",-0.812463521957397,0
"1165",114,"expgamma5d_8","[474. 640. 470. 350.]",-0.812382996082306,0
"1166",115,"expgamma5d_8","[628. 783. 464. 234. 127. 105.  74.  65.]",-0.81074321269989,0
"1167",116,"expgamma5d_8","[415. 425. 769. 718. 479. 250. 244. 204. 114.]",-0.805067539215088,0
"1168",117,"expgamma5d_8","[1287. 1720. 1687. 1676.  995.  902.  796.  536.  327.]",-0.802591443061829,0
"1169",118,"expgamma5d_8","[44. 83. 53. 46. 42. 25.]",-0.8103266954422,0
"1170",119,"expgamma5d_8","[ 822. 1427. 1252.  941.]",-0.811880767345428,0
"1171",120,"expgamma5d_8","[442. 378. 306. 215. 163. 129. 117.  80.  40.]",-0.809219062328339,0
"1172",121,"expgamma5d_8","[ 889. 1156. 1746. 1065.  863.  817.  676.  445.  345.]",-0.801005959510803,0
"1173",122,"expgamma5d_8","[1442.]",-0.812804102897644,0
"1174",123,"expgamma5d_8","[ 394.  670. 1145. 1309.  719.  700.  511.  503.  356.]",-0.805419862270355,0
"1175",124,"expgamma5d_8","[ 86. 112. 139. 216. 357. 669. 561. 543. 285. 272.]",-0.807469546794891,0
"1176",125,"expgamma5d_8","[200. 274. 283. 488. 529. 384. 292. 254.]",-0.808708071708679,0
"1177",126,"expgamma5d_8","[261. 384. 233. 186. 176. 138.]",-0.809100866317749,0
"1178",127,"expgamma5d_8","[ 760. 1144. 1767. 1548. 1096.  819.  582.  403.  282.]",-0.805157542228699,0
"1179",128,"expgamma5d_8","[ 154.  269.  400.  648. 1136. 1416.  970.  949.  479.  416.]",-0.803153216838837,0
"1180",129,"expgamma5d_8","[1108. 1372. 1452. 1073.  538.]",-0.810310959815979,0
"1181",130,"expgamma5d_8","[268. 210. 206.]",-0.81160694360733,0
"1182",131,"expgamma5d_8","[664. 636. 469.]",-0.812424838542938,0
"1183",132,"expgamma5d_8","[ 82. 114.  77.]",-0.810967922210693,0
"1184",133,"expgamma5d_8","[ 87. 159. 195. 126.  71.  61.  30.]",-0.810195624828339,0
"1185",134,"expgamma5d_8","[817. 715.]",-0.811483502388,0
"1186",135,"expgamma5d_8","[ 341.  651.  857. 1474.  792.  758.]",-0.80851936340332,0
"1187",136,"expgamma5d_8","[1447. 1246.  656.]",-0.812317371368408,0
"1188",137,"expgamma5d_8","[528. 921. 564. 292. 157. 156. 141.  75.]",-0.810065507888794,0
"1189",138,"expgamma5d_8","[ 603.  957. 1276.  657.]",-0.811221122741699,0
"1190",139,"expgamma5d_8","[440. 350. 303. 294. 246. 140. 139. 129.]",-0.808088779449463,0
"1191",140,"expgamma5d_8","[157. 143. 124. 103. 102.  65.  35.  33.  23.]",-0.809626281261444,0
"1192",141,"expgamma5d_8","[446. 602. 632. 465.]",-0.810376048088074,0
"1193",142,"expgamma5d_8","[477. 587. 423. 225. 159.  80.  75.  72.  37.]",-0.808259844779968,0
"1194",143,"expgamma5d_8","[235. 377. 562. 470. 376. 352. 246.]",-0.809457123279572,0
"1195",144,"expgamma5d_8","[1371. 1180.  740.]",-0.812819242477417,0
"1196",145,"expgamma5d_8","[1541.  844.]",-0.81192547082901,0
"1197",146,"expgamma5d_8","[ 562.  689. 1323. 1171.]",-0.811996281147003,0
"1198",147,"expgamma5d_8","[1306.  926.  905.]",-0.812016606330872,0
"1199",148,"expgamma5d_8","[1230.  794.]",-0.811602234840393,0
"1200",149,"expgamma5d_8","[386. 565. 575. 722. 533. 316. 284. 259. 193.]",-0.804533004760742,0
"1201",0,"expgamma5d_9","[746. 484. 270.]",-1.01469111442566,0
"1202",1,"expgamma5d_9","[391. 503. 401. 231.]",-1.01510524749756,0
"1203",2,"expgamma5d_9","[1242.  648.  580.  300.]",-1.01423954963684,0
"1204",3,"expgamma5d_9","[573. 743. 641. 440. 316. 244. 223.]",-1.01181697845459,0
"1205",4,"expgamma5d_9","[428. 368. 314. 191. 190. 126.]",-1.014319896698,0
"1206",5,"expgamma5d_9","[1173. 1202.]",-1.0141134262085,0
"1207",6,"expgamma5d_9","[1479. 1597. 1681.  972.  817.  500.]",-1.00987219810486,0
"1208",7,"expgamma5d_9","[1395. 1751.]",-1.01417911052704,0
"1209",8,"expgamma5d_9","[220. 150. 107.  53.  31.  19.  15.  13.]",-1.01307082176208,0
"1210",9,"expgamma5d_9","[833. 420. 271. 179. 121. 102.]",-1.01362562179565,0
"1211",10,"expgamma5d_9","[243. 398. 507. 732. 462. 344.]",-1.01137781143188,0
"1212",11,"expgamma5d_9","[ 825.  872. 1648. 1059.  705.  654.  562.  434.  242.  133.]",-1.0040078163147,0
"1213",12,"expgamma5d_9","[1527.]",-1.01322448253632,0
"1214",13,"expgamma5d_9","[ 866. 1266.  829.  691.]",-1.01462948322296,0
"1215",14,"expgamma5d_9","[575. 614. 930. 731. 406. 378. 352. 202.]",-1.00965976715088,0
"1216",15,"expgamma5d_9","[ 358.  547. 1044.  929.  567.  355.  283.  206.]",-1.01080882549286,0
"1217",16,"expgamma5d_9","[ 915. 1612.  948.  796.  541.  315.  282.  278.  258.  134.]",-1.00818145275116,0
"1218",17,"expgamma5d_9","[333. 646. 850. 824. 638. 584.]",-1.01114249229431,0
"1219",18,"expgamma5d_9","[528. 492. 464. 266. 164.]",-1.01393961906433,0
"1220",19,"expgamma5d_9","[216. 281. 524. 953. 726. 474. 427. 256.]",-1.00953090190887,0
"1221",20,"expgamma5d_9","[1483. 1601. 1359.  733.]",-1.01383543014526,0
"1222",21,"expgamma5d_9","[1088.  720.  579.]",-1.01421809196472,0
"1223",22,"expgamma5d_9","[356. 684. 351. 290. 279.]",-1.01275277137756,0
"1224",23,"expgamma5d_9","[ 906. 1429.  859.  798.  643.  328.  263.  208.]",-1.00990402698517,0
"1225",24,"expgamma5d_9","[ 515.  732. 1249. 1695. 1111.  788.  535.]",-1.00928580760956,0
"1226",25,"expgamma5d_9","[ 953. 1470. 1480.  765.  762.  476.  307.  264.  249.]",-1.00763583183289,0
"1227",26,"expgamma5d_9","[57. 37.]",-1.0142388343811,0
"1228",27,"expgamma5d_9","[111. 119. 212. 344. 216. 182. 137.  82.  80.  51.]",-1.00920403003693,0
"1229",28,"expgamma5d_9","[900.]",-1.01341605186462,0
"1230",29,"expgamma5d_9","[210. 347. 444. 392. 279. 249. 210. 111.]",-1.01182913780212,0
"1231",30,"expgamma5d_9","[671. 350. 252. 228.]",-1.01465809345245,0
"1232",31,"expgamma5d_9","[180. 301. 432. 651. 632. 427. 369.]",-1.01394867897034,0
"1233",32,"expgamma5d_9","[653. 779. 645. 498. 251. 204. 172.]",-1.01224708557129,0
"1234",33,"expgamma5d_9","[898. 604. 362. 300. 296. 171. 142. 134.  77.  59.]",-1.01206123828888,0
"1235",34,"expgamma5d_9","[1800. 1487. 1112.  836.]",-1.01343762874603,0
"1236",35,"expgamma5d_9","[1509.]",-1.01303100585938,0
"1237",36,"expgamma5d_9","[1195. 1222. 1020.]",-1.01491987705231,0
"1238",37,"expgamma5d_9","[1567.  886.  531.  405.  254.]",-1.01424932479858,0
"1239",38,"expgamma5d_9","[109. 111. 222. 161.]",-1.01392352581024,0
"1240",39,"expgamma5d_9","[321. 476. 516. 567. 900. 602. 484. 423.]",-1.01131653785706,0
"1241",40,"expgamma5d_9","[814. 834. 692. 624. 502. 455. 314. 198.]",-1.01157128810883,0
"1242",41,"expgamma5d_9","[483. 894. 660.]",-1.01466131210327,0
"1243",42,"expgamma5d_9","[420. 656. 592. 552. 330. 222.]",-1.01289975643158,0
"1244",43,"expgamma5d_9","[606. 666. 720. 589. 409.]",-1.012575507164,0
"1245",44,"expgamma5d_9","[28. 50. 31. 19.  9.  4.  3.  2.]",-0.295980095863342,0
"1246",45,"expgamma5d_9","[644. 836. 825. 750.]",-1.0127147436142,0
"1247",46,"expgamma5d_9","[943. 793. 554. 359. 232. 156. 152. 121.  82.]",-1.01244354248047,0
"1248",47,"expgamma5d_9","[192. 285. 221. 133. 123. 106.  75.  67.  64.  58.]",-1.01193618774414,0
"1249",48,"expgamma5d_9","[527. 630. 587. 338. 201. 159. 116.  98.]",-1.01162588596344,0
"1250",49,"expgamma5d_9","[ 266.  353.  469.  930. 1750. 1151.  639.  535.]",-1.00544571876526,0
"1251",50,"expgamma5d_9","[295. 291. 255. 245.]",-1.01467275619507,0
"1252",51,"expgamma5d_9","[446. 544. 602. 521.]",-1.0139719247818,0
"1253",52,"expgamma5d_9","[ 461.  616. 1078. 1033.  670.]",-1.01205193996429,0
"1254",53,"expgamma5d_9","[551. 679. 682. 900. 941. 622. 605. 436.]",-1.00467681884766,0
"1255",54,"expgamma5d_9","[183. 202. 213. 224. 214. 182. 171. 163.]",-1.01053619384766,0
"1256",55,"expgamma5d_9","[489. 643. 538.]",-1.01457357406616,0
"1257",56,"expgamma5d_9","[338. 350. 576. 525. 286. 207. 183.]",-1.0121066570282,0
"1258",57,"expgamma5d_9","[1437.]",-1.01333963871002,0
"1259",58,"expgamma5d_9","[500. 607. 657. 633. 349. 323. 305. 250. 159.  96.]",-1.01268661022186,0
"1260",59,"expgamma5d_9","[1311. 1179. 1064.]",-1.01350629329681,0
"1261",60,"expgamma5d_9","[ 764. 1082.  604.  417.]",-1.01353418827057,0
"1262",61,"expgamma5d_9","[1471.]",-1.01388740539551,0
"1263",62,"expgamma5d_9","[1207.]",-1.01236522197723,0
"1264",63,"expgamma5d_9","[198. 267. 373. 314. 237. 215. 120. 117.]",-1.0127477645874,0
"1265",64,"expgamma5d_9","[292. 298. 383. 667. 737. 638. 388. 369. 353. 197.]",-1.00478851795197,0
"1266",65,"expgamma5d_9","[245. 323. 620. 991. 981. 593. 303. 254. 140. 133.]",-1.00920951366425,0
"1267",66,"expgamma5d_9","[1667. 1639. 1569.  834.  650.]",-1.01173090934753,0
"1268",67,"expgamma5d_9","[1287.]",-1.01279747486115,0
"1269",68,"expgamma5d_9","[351. 401. 582. 676. 722. 823. 625. 320. 302. 301.]",-1.0058730840683,0
"1270",69,"expgamma5d_9","[ 690.  963. 1048. 1315. 1268. 1153.  766.  534.  437.]",-1.00657343864441,0
"1271",70,"expgamma5d_9","[872. 894. 768. 722. 585. 413. 290. 188.]",-1.01127457618713,0
"1272",71,"expgamma5d_9","[1665. 1112. 1084.  618.  559.  449.  343.  260.]",-1.01219320297241,0
"1273",72,"expgamma5d_9","[377.]",-1.01257061958313,0
"1274",73,"expgamma5d_9","[851. 824. 633. 480. 479. 449. 377. 304.]",-1.01092422008514,0
"1275",74,"expgamma5d_9","[1397. 1446.  888.  585.  577.  494.  309.  275.  248.]",-1.01069188117981,0
"1276",75,"expgamma5d_9","[ 278.  456.  786. 1473. 1481. 1492.  812.  523.  272.  238.]",-1.00834202766418,0
"1277",76,"expgamma5d_9","[1331. 1747. 1770. 1283. 1229.  804.  716.]",-1.01002156734467,0
"1278",77,"expgamma5d_9","[180. 173. 151.  94.]",-1.01474189758301,0
"1279",78,"expgamma5d_9","[239. 293. 372. 373. 357. 223. 174. 139. 120.  90.]",-1.01174592971802,0
"1280",79,"expgamma5d_9","[1028. 1781. 1211.  948.]",-1.01289141178131,0
"1281",80,"expgamma5d_9","[32. 49. 50. 61. 96. 68. 34. 25. 13.]",-1.01154565811157,0
"1282",81,"expgamma5d_9","[1011. 1031.  723.  603.  578.  310.  184.]",-1.01059901714325,0
"1283",82,"expgamma5d_9","[ 72.  78. 156. 158. 130.  84.  65.  43.  31.]",-1.01298427581787,0
"1284",83,"expgamma5d_9","[ 869. 1173. 1119. 1091.  896.  840.]",-1.01234197616577,0
"1285",84,"expgamma5d_9","[478. 867.]",-1.01365756988525,0
"1286",85,"expgamma5d_9","[1508. 1082.  751.]",-1.01448595523834,0
"1287",86,"expgamma5d_9","[51. 38.]",-1.01351952552795,0
"1288",87,"expgamma5d_9","[ 691.  709. 1109. 1119.  780.  567.  522.]",-1.00667262077332,0
"1289",88,"expgamma5d_9","[1211. 1659.]",-1.01381468772888,0
"1290",89,"expgamma5d_9","[1062. 1084.  570.]",-1.01532053947449,1
"1291",90,"expgamma5d_9","[271. 407. 705. 901. 798. 657.]",-1.00971496105194,0
"1292",91,"expgamma5d_9","[ 794. 1515. 1792. 1278.  849.  603.]",-1.00912690162659,0
"1293",92,"expgamma5d_9","[941. 880. 615. 425. 266. 171.  88.  74.  64.]",-1.01015198230743,0
"1294",93,"expgamma5d_9","[1462. 1425.  769.  581.  399.  264.  212.  196.  136.]",-1.00942718982697,0
"1295",94,"expgamma5d_9","[1060. 1590.]",-1.01444733142853,0
"1296",95,"expgamma5d_9","[ 630. 1224. 1220.  763.  751.  588.  315.]",-1.01023817062378,0
"1297",96,"expgamma5d_9","[1092. 1261.  962.  590.  497.  270.  202.]",-1.01172876358032,0
"1298",97,"expgamma5d_9","[1008. 1698. 1407.  919.  547.  377.  369.]",-1.00982987880707,0
"1299",98,"expgamma5d_9","[1068. 1611. 1103.]",-1.0147944688797,0
"1300",99,"expgamma5d_9","[229. 389. 438. 443. 256. 140. 117.  92.]",-1.01140403747559,0
"1301",100,"expgamma5d_9","[1333. 1558. 1648. 1558. 1442. 1304.  819.  558.  340.  177.]",-1.00631642341614,0
"1302",101,"expgamma5d_9","[ 966. 1138.  877.  503.]",-1.0146758556366,0
"1303",102,"expgamma5d_9","[228. 244. 127.  99.  82.]",-1.01428914070129,0
"1304",103,"expgamma5d_9","[357. 469. 861. 588. 300. 264. 157. 115.  85.]",-1.01108765602112,0
"1305",104,"expgamma5d_9","[686. 739. 915. 543. 338.]",-1.0126256942749,0
"1306",105,"expgamma5d_9","[1791.]",-1.01314103603363,0
"1307",106,"expgamma5d_9","[560. 543. 385. 202. 106. 105.]",-1.01433229446411,0
"1308",107,"expgamma5d_9","[106.]",-1.01123702526093,0
"1309",108,"expgamma5d_9","[ 158.  309.  611.  810. 1292.  972.  698.  504.  274.  163.]",-1.00856375694275,0
"1310",109,"expgamma5d_9","[ 981. 1235. 1701. 1689. 1230.]",-1.01178014278412,0
"1311",110,"expgamma5d_9","[830. 766. 465. 397.]",-1.01461255550385,0
"1312",111,"expgamma5d_9","[655. 368. 317. 282. 172. 161. 106.  93.  59.]",-1.01222944259644,0
"1313",112,"expgamma5d_9","[172. 233. 281. 353. 314. 186. 163. 138.]",-1.01091814041138,0
"1314",113,"expgamma5d_9","[ 704. 1174. 1081.]",-1.01453948020935,0
"1315",114,"expgamma5d_9","[474. 640. 470. 350.]",-1.01493108272552,0
"1316",115,"expgamma5d_9","[628. 783. 464. 234. 127. 105.  74.  65.]",-1.01358497142792,0
"1317",116,"expgamma5d_9","[415. 425. 769. 718. 479. 250. 244. 204. 114.]",-1.01001167297363,0
"1318",117,"expgamma5d_9","[1287. 1720. 1687. 1676.  995.  902.  796.  536.  327.]",-1.00827836990356,0
"1319",118,"expgamma5d_9","[44. 83. 53. 46. 42. 25.]",-1.01392769813538,0
"1320",119,"expgamma5d_9","[ 822. 1427. 1252.  941.]",-1.01283097267151,0
"1321",120,"expgamma5d_9","[442. 378. 306. 215. 163. 129. 117.  80.  40.]",-1.0123792886734,0
"1322",121,"expgamma5d_9","[ 889. 1156. 1746. 1065.  863.  817.  676.  445.  345.]",-1.00806283950806,0
"1323",122,"expgamma5d_9","[1442.]",-1.01232850551605,0
"1324",123,"expgamma5d_9","[ 394.  670. 1145. 1309.  719.  700.  511.  503.  356.]",-1.01130020618439,0
"1325",124,"expgamma5d_9","[ 86. 112. 139. 216. 357. 669. 561. 543. 285. 272.]",-1.01044905185699,0
"1326",125,"expgamma5d_9","[200. 274. 283. 488. 529. 384. 292. 254.]",-1.00979149341583,0
"1327",126,"expgamma5d_9","[261. 384. 233. 186. 176. 138.]",-1.01430296897888,0
"1328",127,"expgamma5d_9","[ 760. 1144. 1767. 1548. 1096.  819.  582.  403.  282.]",-1.00611221790314,0
"1329",128,"expgamma5d_9","[ 154.  269.  400.  648. 1136. 1416.  970.  949.  479.  416.]",-1.00249969959259,0
"1330",129,"expgamma5d_9","[1108. 1372. 1452. 1073.  538.]",-1.01240181922913,0
"1331",130,"expgamma5d_9","[268. 210. 206.]",-1.01380300521851,0
"1332",131,"expgamma5d_9","[664. 636. 469.]",-1.01455354690552,0
"1333",132,"expgamma5d_9","[ 82. 114.  77.]",-1.01337265968323,0
"1334",133,"expgamma5d_9","[ 87. 159. 195. 126.  71.  61.  30.]",-1.01163589954376,0
"1335",134,"expgamma5d_9","[817. 715.]",-1.01414918899536,0
"1336",135,"expgamma5d_9","[ 341.  651.  857. 1474.  792.  758.]",-1.01052093505859,0
"1337",136,"expgamma5d_9","[1447. 1246.  656.]",-1.01439380645752,0
"1338",137,"expgamma5d_9","[528. 921. 564. 292. 157. 156. 141.  75.]",-1.01243209838867,0
"1339",138,"expgamma5d_9","[ 603.  957. 1276.  657.]",-1.01474750041962,0
"1340",139,"expgamma5d_9","[440. 350. 303. 294. 246. 140. 139. 129.]",-1.01020324230194,0
"1341",140,"expgamma5d_9","[157. 143. 124. 103. 102.  65.  35.  33.  23.]",-1.01223397254944,0
"1342",141,"expgamma5d_9","[446. 602. 632. 465.]",-1.01484405994415,0
"1343",142,"expgamma5d_9","[477. 587. 423. 225. 159.  80.  75.  72.  37.]",-1.011598944664,0
"1344",143,"expgamma5d_9","[235. 377. 562. 470. 376. 352. 246.]",-1.00997924804688,0
"1345",144,"expgamma5d_9","[1371. 1180.  740.]",-1.01423048973083,0
"1346",145,"expgamma5d_9","[1541.  844.]",-1.01395344734192,0
"1347",146,"expgamma5d_9","[ 562.  689. 1323. 1171.]",-1.01221394538879,0
"1348",147,"expgamma5d_9","[1306.  926.  905.]",-1.0148024559021,0
"1349",148,"expgamma5d_9","[1230.  794.]",-1.01339256763458,0
"1350",149,"expgamma5d_9","[386. 565. 575. 722. 533. 316. 284. 259. 193.]",-1.00862514972687,0
"1351",0,"expgamma5d_10","[746. 484. 270.]",-0.889771997928619,0
"1352",1,"expgamma5d_10","[391. 503. 401. 231.]",-0.887734830379486,0
"1353",2,"expgamma5d_10","[1242.  648.  580.  300.]",-0.889651834964752,0
"1354",3,"expgamma5d_10","[573. 743. 641. 440. 316. 244. 223.]",-0.889885008335114,0
"1355",4,"expgamma5d_10","[428. 368. 314. 191. 190. 126.]",-0.888257563114166,0
"1356",5,"expgamma5d_10","[1173. 1202.]",-0.889818608760834,0
"1357",6,"expgamma5d_10","[1479. 1597. 1681.  972.  817.  500.]",-0.887317538261414,0
"1358",7,"expgamma5d_10","[1395. 1751.]",-0.883755326271057,0
"1359",8,"expgamma5d_10","[220. 150. 107.  53.  31.  19.  15.  13.]",-0.890109658241272,0
"1360",9,"expgamma5d_10","[833. 420. 271. 179. 121. 102.]",-0.888660490512848,0
"1361",10,"expgamma5d_10","[243. 398. 507. 732. 462. 344.]",-0.888269543647766,0
