,filename,architecture,min_val_loss,is_min
0,expnormal10d_1,[ 982. 1458.],1.3236405849456787,0
1,expnormal10d_1,[ 889. 1596. 1412.  948.  501.],1.3241779804229736,0
2,expnormal10d_1,[254. 288. 349. 253. 206. 184.],1.3253132104873657,0
3,expnormal10d_1,[ 594.  826. 1302. 1462. 1478. 1292.  888.  502.  336.],1.335505485534668,0
4,expnormal10d_1,[1096. 1147. 1745. 1333.  845.],1.3270795345306396,0
5,expnormal10d_1,[1134. 1314. 1473.  967.  594.  573.],1.3233987092971802,0
6,expnormal10d_1,[1319. 1684. 1576.],1.3220107555389404,0
7,expnormal10d_1,[1679. 1555.],1.3232372999191284,0
8,expnormal10d_1,[109. 182. 362. 202. 124. 117.],1.3248752355575562,0
9,expnormal10d_1,[1256.  910.],1.32443368434906,0
10,expnormal10d_1,[ 629.  662.  934. 1052.  720.  560.],1.3280858993530273,0
11,expnormal10d_1,[ 947. 1487. 1024.],1.3247545957565308,0
12,expnormal10d_1,[102. 128.  96.  88.  66.  65.  50.  30.],1.3234028816223145,0
13,expnormal10d_1,[324. 341. 648. 353. 332. 249. 193. 131.],1.3273829221725464,0
14,expnormal10d_1,[ 404.  530. 1013. 1696. 1250.  816.],1.3242844343185425,0
15,expnormal10d_1,[ 672.  794.  888. 1113.  651.  555.],1.3278956413269043,0
16,expnormal10d_1,[1391.],1.3223130702972412,0
17,expnormal10d_1,[ 24.  39.  78. 152. 157. 140.  97.  49.],1.336166262626648,0
18,expnormal10d_1,[521. 880. 883. 461.],1.3283652067184448,0
19,expnormal10d_1,[ 220.  318.  376.  635. 1248.  944.  713.  506.  362.  283.],1.3294872045516968,0
20,expnormal10d_1,[307.],1.326066493988037,0
21,expnormal10d_1,[149. 227. 166.  84.  49.  36.  26.  25.  17.  10.],1.3257756233215332,0
22,expnormal10d_1,[394. 478. 516. 961. 582. 409. 337. 207. 175.],1.3246487379074097,0
23,expnormal10d_1,[1128. 1753.],1.3236933946609497,0
24,expnormal10d_1,[412. 458.],1.327689528465271,0
25,expnormal10d_1,[341. 428. 612. 884. 644. 565.],1.32832932472229,0
26,expnormal10d_1,[1329.],1.3231170177459717,0
27,expnormal10d_1,[1414. 1589.  892.],1.322052240371704,0
28,expnormal10d_1,[ 964. 1024. 1047.  987.  788.  502.],1.3255727291107178,0
29,expnormal10d_1,[1047.  664.  422.  253.  148.  132.  106.   83.   46.   42.],1.3239151239395142,0
